0.000000	2.2436671184e-01
0.008887	2.3240411353e-01
0.017773	1.9029066261e-01
0.026660	1.9743176388e-01
0.035547	1.6333742498e-01
0.044434	1.4773306649e-01
0.053320	1.2856212807e-01
0.062207	1.6152538799e-01
0.071094	1.3898363661e-01
0.079980	1.6406242510e-01
0.088867	1.6901221992e-01
0.097754	1.8681262603e-01
0.106641	1.6623322503e-01
0.115527	1.3525506835e-01
0.124414	1.2060399478e-01
0.133301	1.0996444690e-01
0.142187	8.3097364452e-02
0.151074	8.0245514651e-02
0.159961	8.9632605925e-02
0.168848	8.2625821550e-02
0.177734	7.7019739212e-02
0.186621	7.8726728516e-02
0.195508	7.8170496993e-02
0.204395	7.2037847095e-02
0.213281	7.0737607093e-02
0.222168	6.4729584181e-02
0.231055	5.6937430432e-02
0.239941	3.3603905615e-02
0.248828	2.8339901351e-02
0.257715	1.5759229331e-02
0.266602	1.1454597900e-02
0.275488	1.1057689472e-02
0.284375	2.5422501590e-02
0.293262	2.9123809079e-02
0.302148	3.4630276217e-02
0.311035	3.9075346092e-02
0.319922	4.7748549081e-02
0.328809	4.4716878297e-02
0.337695	5.4603939691e-02
0.346582	5.1468064665e-02
0.355469	5.9137622933e-02
0.364355	6.0098011717e-02
0.373242	5.1741450842e-02
0.382129	3.3939138234e-02
0.391016	4.5075311153e-02
0.399902	3.5294186808e-02
0.408789	2.7164148549e-02
0.417676	2.2094984152e-02
0.426563	2.7153647192e-02
0.435449	1.5007170679e-02
0.444336	1.6028455970e-02
0.453223	1.3942062780e-02
0.462109	1.4553438612e-02
0.470996	9.2342940130e-03
0.479883	1.0161043291e-02
0.488770	8.5988135110e-03
0.497656	1.1418361706e-02
0.506543	1.0320306225e-02
0.515430	1.0440698278e-02
0.524316	1.7999104923e-02
0.533203	1.8096805048e-02
0.542090	1.5552598936e-02
0.550977	2.4244827082e-02
0.559863	2.7842634242e-02
0.568750	1.9315199031e-02
0.577637	1.8641602402e-02
0.586523	2.2984622835e-02
0.595410	1.5724574383e-02
0.604297	1.4616634113e-02
0.613184	1.3658702715e-02
0.622070	1.4154839760e-02
0.630957	9.8755016897e-03
0.639844	9.4474755960e-03
0.648730	6.6748168294e-03
0.657617	6.2682597389e-03
0.666504	3.9586922495e-03
0.675391	4.3612432718e-03
0.684277	6.5428096028e-03
0.693164	6.5991536230e-03
0.702051	5.9919945751e-03
0.710938	5.8754381296e-03
0.719824	6.1462795442e-03
0.728711	2.8225888986e-03
0.737598	3.1428191094e-03
0.746484	3.1731041754e-03
0.755371	3.7970649494e-03
0.764258	2.7863142864e-03
0.773145	2.9301919778e-03
0.782031	3.7034262020e-03
0.790918	3.5842326271e-03
0.799805	3.0001417636e-03
0.808691	3.2355454191e-03
0.817578	3.3547504782e-03
0.826465	2.5510680186e-03
0.835352	2.4729553297e-03
0.844238	2.7467797661e-03
0.853125	2.8798178569e-03
0.862012	2.8009409561e-03
0.870898	2.8867803647e-03
0.879785	2.9873936487e-03
0.888672	2.6388836444e-03
0.897559	2.3989293071e-03
0.906445	2.1044796764e-03
0.915332	2.5422940999e-03
0.924219	2.8590555948e-03
0.933105	2.8790581799e-03
0.941992	2.8720749260e-03
0.950879	3.0572172452e-03
0.959766	2.5591168146e-03
0.968652	2.1815723428e-03
0.977539	2.0951667458e-03
0.986426	2.1251652120e-03
0.995313	2.5405927570e-03
1.004199	2.6318653777e-03
1.013086	2.3863878692e-03
1.021973	2.2292486242e-03
1.030859	1.8537849461e-03
1.039746	1.5605422417e-03
1.048633	1.1928829972e-03
1.057520	1.2813276278e-03
1.066406	1.6543566394e-03
1.075293	1.9877349096e-03
1.084180	1.6933740719e-03
1.093066	1.4821321732e-03
1.101953	1.4405913199e-03
1.110840	1.6688235129e-03
1.119727	1.4362588601e-03
1.128613	1.8925867264e-03
1.137500	1.7286424344e-03
1.146387	1.8198224570e-03
1.155273	1.3668397156e-03
1.164160	1.4759855153e-03
1.173047	1.1413956081e-03
1.181934	1.1319243911e-03
1.190820	1.1852149424e-03
1.199707	1.3535092115e-03
1.208594	1.2558781334e-03
1.217480	1.1492252727e-03
1.226367	1.4151303520e-03
1.235254	1.5270435368e-03
1.244141	2.2894613032e-03
1.253027	2.3876580913e-03
1.261914	2.4347142023e-03
1.270801	2.4826235058e-03
1.279688	2.4109147479e-03
1.288574	1.3051104788e-03
1.297461	1.2163772589e-03
1.306348	1.1215724124e-03
1.315234	1.2345065210e-03
1.324121	1.1412294018e-03
1.333008	1.2157497271e-03
1.341895	1.6386248386e-03
1.350781	1.7946585010e-03
1.359668	2.0868094018e-03
1.368555	2.0047808237e-03
1.377441	2.1426454088e-03
1.386328	1.8133056975e-03
1.395215	1.8172895561e-03
1.404102	1.2646611629e-03
1.412988	1.1556701936e-03
