0		15.65
1		15.68
2		15.70
3		15.70
4		15.68
5		15.75
6		15.65
7		15.60
8		15.70
9		15.70
10		15.75
11		15.78
12		15.80
13		15.75
14		15.75
15		15.80
16		15.75
17		15.80
18		15.80
19		15.80
20		15.80
21		15.83
22		15.80
23		15.80
24		15.83
25		15.75
26		15.83
27		15.75
28		15.88
29		15.85
30		15.85
31		15.80
32		15.83
33		15.85
34		15.78
35		15.83
36		15.88
37		16.03
38		16.03
39		16.20
40		16.20
41		16.27
42		16.20
43		16.17
44		16.08
45		15.98
46		15.93
47		15.83
48		15.70
49		15.68
50		15.58
51		15.58
52		15.65
53		15.63
54		15.60
55		15.70
56		15.63
57		15.63
58		15.60
59		15.60
60		15.58
61		15.58
62		15.65
63		15.58
64		15.65
65		15.55
66		15.68
67		15.60
68		15.68
69		15.60
70		15.70
71		15.68
72		15.73
73		15.70
74		15.70
75		15.78
76		15.70
77		15.73
78		15.73
79		15.78
80		15.70
81		15.78
82		15.78
83		15.68
84		15.73
85		15.68
86		15.70
87		15.78
88		15.70
89		15.70
90		15.70
91		15.70
92		15.68
93		15.73
94		15.60
95		15.65
96		15.65
97		15.63
98		15.70
99		15.58
100		15.68
101		15.68
102		15.75
103		15.70
104		15.73
105		15.73
106		15.70
107		15.70
108		15.73
109		15.75
110		15.70
111		15.75
112		15.70
113		15.73
114		15.70
115		15.73
116		15.73
117		15.73
118		15.73
119		15.70
120		15.70
121		15.65
122		15.68
123		15.68
124		15.68
125		15.68
126		15.53
127		15.70
128		15.65
129		15.68
130		15.65
131		15.70
132		15.68
133		15.70
134		15.70
135		15.60
136		15.75
137		15.73
138		15.73
139		15.70
140		15.78
141		15.70
142		15.73
143		15.75
144		15.68
145		15.78
146		15.73
147		15.80
148		15.73
149		15.80
150		15.78
151		15.78
152		15.85
153		15.85
154		15.88
155		15.80
156		15.85
157		15.88
158		15.83
159		15.88
160		15.73
161		15.83
162		15.78
163		15.83
164		15.78
165		15.85
166		15.78
167		15.78
168		15.73
169		15.80
170		15.83
171		15.80
172		15.73
173		15.73
174		15.73
175		15.75
176		15.90
177		16.03
178		16.10
179		16.10
180		16.10
181		16.17
182		16.15
183		16.15
184		16.15
185		16.15
186		16.12
187		16.08
188		16.15
189		16.08
190		16.03
191		15.93
192		15.90
193		15.83
194		15.80
195		15.85
196		15.78
197		15.80
198		15.68
199		15.80
200		15.75
201		15.75
202		15.75
203		15.70
204		15.73
205		15.80
206		15.70
207		15.70
208		15.75
209		15.65
210		15.70
211		15.75
212		15.65
213		15.73
214		15.70
215		15.75
216		15.75
217		15.78
218		15.73
219		15.70
220		15.73
221		15.73
222		15.65
223		15.65
224		15.73
225		15.63
226		15.73
227		15.83
228		16.10
229		16.42
230		16.57
231		16.52
232		16.37
233		16.40
234		16.27
235		16.30
236		16.20
237		16.08
238		15.95
239		15.78
240		15.73
241		15.75
242		15.83
243		15.73
244		15.70
245		15.68
246		15.68
247		15.68
248		15.63
249		15.75
250		15.68
251		15.63
252		15.68
253		15.65
254		15.65
255		15.70
256		15.75
257		15.63
258		15.73
259		15.65
260		15.73
261		15.68
262		15.73
263		15.73
264		15.73
265		15.73
266		15.70
267		15.73
268		15.68
269		15.78
270		15.68
271		15.73
272		15.70
273		15.75
274		15.73
275		15.68
276		15.80
277		15.70
278		15.73
279		15.75
280		15.75
281		15.70
282		15.78
283		15.68
284		15.75
285		15.78
286		15.80
287		15.73
288		15.70
289		15.73
290		15.78
291		15.73
292		15.88
293		15.65
294		15.80
295		15.78
296		15.78
297		15.75
298		15.75
299		15.75
300		15.75
301		15.83
302		15.75
303		15.73
304		15.80
305		15.80
306		15.83
307		15.78
308		15.80
309		15.70
310		15.70
311		15.70
312		15.83
313		15.68
314		15.73
315		15.70
316		15.75
317		15.70
318		15.70
319		15.70
320		15.65
321		15.73
322		15.70
323		15.70
324		15.68
325		15.63
326		15.68
327		15.73
328		15.78
329		15.68
330		15.78
331		15.70
332		15.73
333		15.70
334		15.70
335		15.75
336		15.78
337		15.70
338		15.65
339		15.73
340		15.75
341		15.73
342		15.78
343		15.73
344		15.75
345		15.78
346		15.75
347		15.78
348		15.75
349		15.70
350		15.75
351		15.80
352		15.75
353		15.75
354		15.78
355		15.78
356		15.70
357		15.78
358		15.75
359		15.78
360		15.73
361		15.70
362		15.75
363		15.63
364		15.80
365		15.68
366		15.78
367		15.78
368		15.73
369		15.75
370		15.70
371		15.80
372		15.75
373		15.83
374		15.78
375		15.80
376		15.70
377		15.78
378		15.83
379		15.73
380		15.75
381		15.75
382		15.73
383		15.68
384		15.75
385		15.73
386		15.78
387		15.70
388		15.70
389		15.73
390		15.68
391		15.73
392		15.70
393		15.73
394		15.68
395		15.73
396		15.65
397		15.65
398		15.65
399		15.65
400		15.73
401		15.73
402		15.68
403		15.65
404		15.70
405		15.70
406		15.75
407		15.78
408		15.70
409		15.70
410		15.75
411		15.68
412		15.68
413		15.75
414		15.73
415		15.65
416		15.78
417		15.70
418		15.70
419		15.70
420		15.73
421		15.70
422		15.73
423		15.70
424		15.55
425		15.75
426		15.70
427		15.70
428		15.73
429		15.80
430		15.65
431		15.68
432		15.70
433		15.68
434		15.65
435		15.65
436		15.70
437		15.60
438		15.73
439		15.65
440		15.63
441		15.63
442		15.68
443		15.70
444		15.58
445		15.63
446		15.60
447		15.68
448		15.58
449		15.60
450		15.55
451		15.58
452		15.53
453		15.60
454		15.73
455		15.83
456		16.03
457		16.27
458		16.37
459		16.37
460		16.32
461		16.30
462		16.20
463		16.12
464		16.03
465		15.95
466		15.85
467		15.80
468		15.75
469		15.70
470		15.78
471		15.78
472		15.83
473		15.88
474		15.98
475		15.98
476		16.03
477		16.10
478		16.05
479		16.05
480		16.08
481		16.10
482		16.10
483		16.05
484		16.15
485		16.15
486		16.20
487		16.20
488		16.15
489		16.10
490		16.17
491		16.00
492		15.98
493		15.88
494		15.85
495		15.83
496		15.80
497		15.80
498		15.75
499		15.85
500		15.88
501		15.98
502		16.12
503		16.32
504		16.50
505		16.47
506		16.52
507		16.35
508		16.30
509		16.05
510		15.98
511		15.85
512		15.75
513		15.88
514		15.70
515		15.78
516		15.73
517		15.78
518		15.75
519		15.75
520		15.70
521		15.75
522		15.70
523		15.68
524		15.73
525		15.68
526		15.75
527		15.80
528		15.73
529		15.75
530		15.73
531		15.78
532		15.83
533		15.88
534		15.80
535		15.83
536		15.80
537		15.78
538		15.78
539		15.83
540		15.83
541		15.85
542		15.80
543		15.78
544		15.83
545		15.70
546		15.78
547		15.78
548		15.78
549		15.83
550		15.85
551		15.83
552		15.80
553		15.78
554		15.78
555		15.83
556		15.83
557		15.80
558		15.85
559		15.80
560		15.85
561		15.83
562		15.90
563		15.80
564		15.80
565		15.80
566		15.75
567		15.83
568		15.85
569		15.85
570		15.80
571		15.78
572		15.78
573		15.83
574		15.80
575		15.78
576		15.85
577		15.73
578		15.80
579		15.80
580		15.80
581		15.78
582		15.83
583		15.80
584		15.80
585		15.75
586		15.78
587		15.83
588		15.80
589		15.78
590		15.78
591		15.80
592		15.75
593		15.78
594		15.78
595		15.70
596		15.83
597		15.73
598		15.78
599		15.83
600		15.73
601		15.78
602		15.80
603		15.85
604		15.78
605		15.78
606		15.78
607		15.83
608		15.83
609		15.78
610		15.78
611		15.75
612		15.85
613		15.78
614		15.83
615		15.73
616		15.75
617		15.78
618		15.75
619		15.78
620		15.70
621		15.83
622		15.70
623		15.78
624		15.73
625		15.73
626		15.73
627		15.73
628		15.80
629		15.75
630		15.80
631		15.78
632		15.70
633		15.73
634		15.70
635		15.73
636		15.73
637		15.73
638		15.70
639		15.78
640		15.75
641		15.70
642		15.73
643		15.68
644		15.73
645		15.70
646		15.73
647		15.70
648		15.70
649		15.73
650		15.75
651		15.75
652		15.73
653		15.70
654		15.75
655		15.75
656		15.78
657		15.75
658		15.73
659		15.73
660		15.73
661		15.73
662		15.73
663		15.75
664		15.73
665		15.68
666		15.80
667		15.75
668		15.85
669		15.80
670		15.80
671		15.85
672		15.85
673		15.85
674		15.88
675		15.88
676		15.83
677		15.85
678		15.78
679		15.83
680		15.80
681		15.83
682		15.80
683		15.78
684		15.85
685		15.75
686		15.88
687		15.75
688		15.83
689		15.75
690		15.80
691		15.80
692		15.73
693		15.83
694		15.75
695		15.83
696		15.78
697		15.78
698		15.83
699		15.83
700		15.80
701		15.80
702		15.83
703		15.78
704		15.75
705		15.80
706		15.75
707		15.73
708		15.75
709		15.78
710		15.73
711		15.80
712		15.73
713		15.75
714		15.68
715		15.73
716		15.75
717		15.73
718		15.78
719		15.75
720		15.75
721		15.78
722		15.75
723		15.75
724		15.83
725		15.80
726		15.83
727		15.80
728		15.78
729		15.83
730		15.78
731		15.88
732		15.73
733		15.75
734		15.83
735		15.78
736		15.75
737		15.70
738		15.75
739		15.73
740		15.70
741		15.68
742		15.73
743		15.73
744		15.68
745		15.75
746		15.70
747		15.83
748		15.70
749		15.78
750		15.73
751		15.73
752		15.75
753		15.73
754		15.80
755		15.73
756		15.78
757		15.75
758		15.85
759		15.78
760		15.80
761		15.78
762		15.78
763		15.83
764		15.70
765		15.75
766		15.75
767		15.73
768		15.75
769		15.78
770		15.73
771		15.80
772		15.75
773		15.80
774		15.83
775		15.80
776		15.85
777		15.85
778		15.85
779		15.88
780		15.93
781		15.90
782		15.88
783		15.98
784		15.85
785		15.88
786		15.75
787		15.73
788		15.70
789		15.68
790		15.75
791		15.73
792		15.70
793		15.65
794		15.70
795		15.68
796		15.65
797		15.68
798		15.65
799		15.73
800		15.68
801		15.70
802		15.65
803		15.73
804		15.63
805		15.75
806		15.70
807		15.70
808		15.73
809		15.68
810		15.78
811		15.68
812		15.78
813		15.73
814		15.73
815		15.75
816		15.68
817		15.75
818		15.78
819		15.70
820		15.70
821		15.70
822		15.73
823		15.73
824		15.73
825		15.70
826		15.75
827		15.65
828		15.78
829		15.70
830		15.73
831		15.65
832		15.68
833		15.73
834		15.70
835		15.73
836		15.75
837		15.75
838		15.70
839		15.78
840		15.75
841		15.80
842		15.78
843		15.73
844		15.73
845		15.68
846		15.73
847		15.80
848		15.73
849		15.73
850		15.78
851		15.70
852		15.75
853		15.80
854		15.65
855		15.68
856		15.70
857		15.75
858		15.78
859		15.78
860		15.73
861		15.78
862		15.83
863		15.68
864		15.73
865		15.78
866		15.78
867		15.68
868		15.75
869		15.75
870		15.75
871		15.78
872		15.75
873		15.75
874		15.80
875		15.73
876		15.83
877		15.68
878		15.70
879		15.70
880		15.73
881		15.75
882		15.75
883		15.70
884		15.78
885		15.80
886		15.78
887		15.75
888		15.73
889		15.78
890		15.78
891		15.73
892		15.78
893		15.80
894		15.73
895		15.75
896		15.75
897		15.75
898		15.73
899		15.78
900		15.73
901		15.80
902		15.78
903		15.75
904		15.80
905		15.75
906		15.83
907		15.83
908		15.80
909		15.78
910		15.80
911		15.88
912		15.93
913		15.98
914		16.00
915		16.00
916		16.00
917		15.98
918		15.95
919		15.90
920		15.93
921		15.80
922		15.88
923		15.88
924		15.83
925		15.85
926		15.80
927		15.83
928		15.75
929		15.78
930		15.73
931		15.73
932		15.70
933		15.70
934		15.68
935		15.68
936		15.70
937		15.60
938		15.65
939		15.70
940		15.70
941		15.55
942		15.70
943		15.68
944		15.73
945		15.78
946		15.70
