0		15.53
1		15.55
2		15.58
3		15.55
4		15.53
5		15.53
6		15.58
7		15.53
8		15.53
9		15.55
10		15.55
11		15.53
12		15.48
13		15.55
14		15.48
15		15.60
16		15.45
17		15.55
18		15.58
19		15.60
20		15.60
21		15.55
22		15.65
23		15.55
24		15.60
25		15.68
26		15.63
27		15.63
28		15.63
29		15.65
30		15.60
31		15.70
32		15.70
33		15.73
34		15.70
35		15.70
36		15.65
37		15.75
38		15.75
39		15.65
40		15.73
41		15.70
42		15.70
43		15.70
44		15.75
45		15.68
46		15.73
47		15.70
48		15.75
49		15.70
50		15.68
51		15.78
52		15.75
53		15.70
54		15.68
55		15.70
56		15.68
57		15.65
58		15.68
59		15.65
60		15.65
61		15.63
62		15.60
63		15.60
64		15.55
65		15.70
66		15.60
67		15.60
68		15.60
69		15.58
70		15.60
71		15.63
72		15.63
73		15.68
74		15.68
75		15.73
76		15.68
77		15.63
78		15.75
79		15.68
80		15.63
81		15.68
82		15.73
83		15.73
84		15.70
85		15.73
86		15.68
87		15.73
88		15.73
89		15.78
90		15.68
91		15.78
92		15.75
93		15.65
94		15.78
95		15.75
96		15.73
97		15.68
98		15.75
99		15.75
100		15.75
101		15.75
102		15.73
103		15.75
104		15.75
105		15.85
106		15.73
107		15.75
108		15.73
109		15.78
110		15.73
111		15.68
112		15.80
113		15.73
114		15.73
115		15.73
116		15.65
117		15.75
118		15.78
119		15.70
120		15.68
121		15.75
122		15.80
123		15.98
124		16.00
125		16.12
126		16.22
127		16.42
128		16.70
129		16.97
130		17.17
131		17.29
132		17.39
133		17.44
134		17.34
135		17.20
136		17.02
137		16.82
138		16.60
139		16.55
140		16.30
141		16.27
142		16.08
143		15.93
144		15.93
145		15.73
146		15.75
147		15.78
148		15.73
149		15.75
150		15.68
151		15.73
152		15.68
153		15.73
154		15.80
155		15.78
156		15.75
157		15.75
158		15.63
159		15.60
160		15.58
161		15.63
162		15.53
163		15.50
164		15.58
165		15.55
166		15.58
167		15.55
168		15.65
169		15.63
170		15.65
171		15.63
172		15.70
173		15.70
174		15.78
175		15.63
176		15.60
177		15.65
178		15.58
179		15.53
180		15.48
181		15.50
182		15.60
183		15.50
184		15.53
185		15.55
186		15.65
187		15.63
188		15.60
189		15.60
190		15.68
191		15.68
192		15.73
193		15.70
194		15.68
195		15.75
196		15.70
197		15.73
198		15.73
199		15.70
200		15.78
201		15.80
202		15.75
203		15.70
204		15.83
205		15.73
206		15.80
207		15.68
208		15.68
209		15.53
210		15.53
211		15.50
212		15.43
213		15.48
214		15.53
215		15.48
216		15.55
217		15.55
218		15.58
219		15.68
220		15.63
221		15.60
222		15.70
223		15.60
224		15.73
225		15.65
226		15.55
227		15.60
228		15.65
229		15.63
230		15.50
231		15.53
232		15.53
233		15.53
234		15.53
235		15.48
236		15.53
237		15.58
238		15.60
239		15.60
240		15.60
241		15.53
242		15.63
243		15.60
244		15.60
245		15.63
246		15.63
247		15.73
248		15.65
249		15.63
250		15.63
251		15.65
252		15.73
253		15.68
254		15.68
255		15.73
256		15.68
257		15.70
258		15.73
259		15.73
260		15.73
261		15.70
262		15.78
263		15.78
264		15.75
265		15.78
266		15.75
267		15.75
268		15.70
269		15.75
270		15.80
271		15.78
272		15.80
273		15.70
274		15.78
275		15.78
276		15.75
277		15.73
278		15.78
279		15.75
280		15.68
281		15.75
282		15.75
283		15.80
284		15.70
285		15.80
286		15.70
287		15.75
288		15.75
289		15.70
290		15.73
291		15.68
292		15.70
293		15.65
294		15.63
295		15.63
296		15.68
297		15.68
298		15.63
299		15.68
300		15.63
301		15.65
302		15.65
303		15.68
304		15.70
305		15.65
306		15.70
307		15.65
308		15.68
309		15.65
310		15.68
311		15.65
312		15.68
313		15.63
314		15.70
315		15.70
316		15.73
317		15.68
318		15.78
319		15.75
320		15.75
321		15.85
322		15.88
323		15.98
324		16.00
325		16.17
326		16.30
327		16.52
328		16.70
329		16.90
330		17.07
331		17.29
332		17.37
333		17.37
334		17.24
335		17.15
336		16.82
337		16.62
338		16.40
339		16.50
340		16.45
341		16.47
342		16.27
343		16.10
344		16.00
