0	0.9016114	0.0612793	0.0610352	0.0581055	0.0605469	0.0615234	0.0000000	0.0573731
1	0.4709473	0.0612793	0.0593262	0.0585938	0.0610352	0.0610352	0.0000000	0.0563965
2	0.4982910	0.0617676	0.0605469	0.0590820	0.0612793	0.0610352	0.0000000	0.0571289
3	0.3537598	0.0617676	0.0595703	0.0588379	0.0617676	0.0615234	0.0000000	0.0563965
4	0.5283204	0.0617676	0.0600586	0.0593262	0.0617676	0.0615234	0.0000000	0.0578613
5	0.3327637	0.0617676	0.0603027	0.0593262	0.0617676	0.0622559	0.0000000	0.0573731
6	0.5200196	0.0620117	0.0590820	0.0598145	0.0629883	0.0622559	0.0000000	0.0576172
7	0.3627930	0.0622559	0.0603027	0.0595703	0.0627441	0.0634766	0.0000000	0.0573731
8	0.4809571	0.0612793	0.0588379	0.0593262	0.0629883	0.0627441	0.0000000	0.0583496
9	0.4262696	0.0620117	0.0598145	0.0595703	0.0629883	0.0646973	0.0000000	0.0588379
10	0.4116211	0.0622559	0.0590820	0.0598145	0.0629883	0.0642090	0.0000000	0.0593262
11	0.4921875	0.0620117	0.0600586	0.0598145	0.0627441	0.0642090	0.0000000	0.0607910
12	0.3547364	0.0622559	0.0590820	0.0595703	0.0632324	0.0654297	0.0000000	0.0610352
13	0.5317383	0.0622559	0.0595703	0.0595703	0.0629883	0.0656738	0.0000000	0.0625000
14	0.3383789	0.0622559	0.0595703	0.0598145	0.0632324	0.0664063	0.0000000	0.0627441
15	0.5246583	0.0622559	0.0590820	0.0595703	0.0629883	0.0661621	0.0000000	0.0634766
16	0.3664551	0.0625000	0.0600586	0.0595703	0.0629883	0.0666504	0.0000000	0.0642090
17	0.4848633	0.0620117	0.0585938	0.0598145	0.0625000	0.0664063	0.0000000	0.0656738
18	0.4296875	0.0620117	0.0600586	0.0598145	0.0629883	0.0668945	0.0000000	0.0639649
19	0.4160157	0.0622559	0.0590820	0.0595703	0.0625000	0.0664063	0.0000000	0.0649414
20	0.4951172	0.0620117	0.0600586	0.0595703	0.0622559	0.0671387	0.0000000	0.0639649
21	0.3564453	0.0617676	0.0595703	0.0598145	0.0632324	0.0666504	0.0000000	0.0632324
22	0.5329590	0.0620117	0.0595703	0.0593262	0.0627441	0.0664063	0.0000000	0.0622559
23	0.3376465	0.0617676	0.0598145	0.0595703	0.0625000	0.0664063	0.0000000	0.0607910
24	0.5217286	0.0620117	0.0590820	0.0593262	0.0625000	0.0666504	0.0000000	0.0598145
25	0.3627930	0.0615234	0.0605469	0.0595703	0.0622559	0.0666504	0.0000000	0.0593262
26	0.4829102	0.0615234	0.0585938	0.0590820	0.0622559	0.0661621	0.0000000	0.0583496
27	0.4226075	0.0615234	0.0600586	0.0593262	0.0620117	0.0659180	0.0000000	0.0578613
28	0.4125977	0.0612793	0.0588379	0.0593262	0.0620117	0.0654297	0.0000000	0.0573731
29	0.4858399	0.0610352	0.0598145	0.0588379	0.0627441	0.0659180	0.0000000	0.0563965
30	0.3525391	0.0607910	0.0590820	0.0588379	0.0615234	0.0654297	0.0000000	0.0561523
31	0.5251465	0.0607910	0.0593262	0.0588379	0.0620117	0.0654297	0.0000000	0.0556641
32	0.3305664	0.0607910	0.0600586	0.0585938	0.0615234	0.0659180	0.0000000	0.0551758
33	0.5197755	0.0605469	0.0590820	0.0585938	0.0612793	0.0654297	0.0000000	0.0554199
34	0.3559571	0.0605469	0.0600586	0.0585938	0.0615234	0.0659180	0.0000000	0.0559082
35	0.4816895	0.0605469	0.0588379	0.0583496	0.0615234	0.0654297	0.0000000	0.0554199
36	0.4165039	0.0603027	0.0603027	0.0581055	0.0610352	0.0661621	0.0000000	0.0544434
37	0.4147950	0.0603027	0.0590820	0.0583496	0.0612793	0.0654297	0.0000000	0.0551758
38	0.4807129	0.0600586	0.0610352	0.0578613	0.0610352	0.0659180	0.0000000	0.0556641
39	0.3527832	0.0598145	0.0603027	0.0581055	0.0605469	0.0664063	0.0000000	0.0541992
40	0.5227051	0.0598145	0.0615234	0.0578613	0.0605469	0.0661621	0.0000000	0.0554199
41	0.3303223	0.0598145	0.0627441	0.0578613	0.0607910	0.0668945	0.0000000	0.0544434
